TQ,TQ COUNT,TBSCAN,TBSCAN COUNT,HS JOIN,HS JOIN COUNT,db2,actual
-0.16158308207161293,0.0,-1.2088879886364825,-1.220650092723197,-0.06347125020521271,-1.220650092723199,526.412,39.804
0.08208740584084336,0.0,1.0089237694804005,0.8192355909047292,-0.05791638952422761,0.8192355909047274,251.248,251.248
-0.11852602557900138,0.0,-1.20880775784204,-1.220650092723197,-0.03726668752962083,-1.220650092723199,532.976,62.98
0.07365144309713308,0.0,1.008923532581317,0.8192355909047292,-0.05791828368955542,0.8192355909047274,251.248,251.248
-0.1624878791363607,0.0,-1.2088896746008677,-1.220650092723197,-0.06512027042981089,-1.220650092723199,526.412,56.992
-0.13424326143556056,0.0,0.6564034745432602,0.8192355909047292,-0.057918775538612584,0.8192355909047274,251.248,251.248
0.056779517609712504,0.0,1.0089230587831324,0.8192355909047292,-0.05792207210173995,0.8192355909047274,251.248,251.248
0.08208740584084336,0.0,1.0089237694804005,0.8192355909047292,-0.05791638952422761,0.8192355909047274,251.248,251.248
0.039907592122291974,0.0,1.0089225849849568,0.8192355909047292,-0.057925860524115594,0.8192355909047274,251.248,251.256
-0.14463887110073537,0.0,0.6399008471203107,0.8192355909047292,-0.0554038139002083,0.8192355909047274,171.5,170.412
0.056779517609712504,0.0,1.0089230587831324,0.8192355909047292,-0.05792207210173995,0.8192355909047274,251.248,251.252
-0.16219108780371716,0.0,-1.208889121568472,-1.220650092723197,-0.06458063438231272,-1.220650092723199,526.412,120.54
-0.16190921318644597,0.0,0.6096724475852919,0.8192355909047292,-0.05541413856990669,0.8192355909047274,171.5,172.076
0.039907592122291974,0.0,1.0089225849849568,0.8192355909047292,-0.057925860524115594,0.8192355909047274,251.248,251.248
-0.15850862508581134,0.0,-1.208882259810055,-1.220650092723197,-0.05786793453219016,-1.220650092723199,526.412,56.72
-0.138951057617254,0.0,0.6499027266482643,0.8192355909047292,-0.05540039775128565,0.8192355909047274,171.5,172.444
